NOC 2016  Version 1.3 Code,NOC 2016  Version 1.3 Title,Partial,SOC 2018 (US) Code,SOC 2018 (US) Title,Explanatory Notes
9524,"Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",*,51-2022,Electrical and Electronic Equipment Assemblers,"Only assemblers of electrical and electronic equipment related to electrical appliance, apparatus and equipment manufacturing"
9524,"Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",*,51-2023,Electromechanical Equipment Assemblers,Only assemblers in electromechanical equipment 
9524,"Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",*,51-2092,Team Assemblers,"Only team assemblers in electrical appliance, apparatus and equipment manufacturing"
9524,"Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",*,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers","Only inspectors in electrical appliance, apparatus and equipment manufacturing"
9525,"Assemblers, fabricators and inspectors, industrial electrical motors and transformers",*,51-2021,"Coil Winders, Tapers, and Finishers","Only assemblers, winders, tapers, formers and shapers of coil"
9525,"Assemblers, fabricators and inspectors, industrial electrical motors and transformers",*,51-2022,Electrical and Electronic Equipment Assemblers,Only assemblers of electrical and electronic equipment related to industrial electrical motors and transformers
9525,"Assemblers, fabricators and inspectors, industrial electrical motors and transformers",*,51-2023,Electromechanical Equipment Assemblers,"Only assemblers of electromechanical equipment, including control panels"
9525,"Assemblers, fabricators and inspectors, industrial electrical motors and transformers",*,51-2031,Engine and Other Machine Assemblers,Only assemblers and fabricators of industrial electrical motors
9525,"Assemblers, fabricators and inspectors, industrial electrical motors and transformers",*,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",Only inspectors and testers of industrial electrical motors and transformers
9526,Mechanical assemblers and inspectors,*,51-2031,Engine and Other Machine Assemblers,Only assemblers of engines and machines not accounted for in other relationships between this NOC code and SOC
9526,Mechanical assemblers and inspectors,*,51-2092,Team Assemblers,"Only team assemblers of engines, turbines and other similar equipment "
9526,Mechanical assemblers and inspectors,*,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",Only inspectors and testers of mechanical products
9527,"Machine operators and inspectors, electrical apparatus manufacturing",*,51-2022,Electrical and Electronic Equipment Assemblers,Only assemblers and operators of electronical apparatus manufacturing
9527,"Machine operators and inspectors, electrical apparatus manufacturing",*,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",Only inspectors of electrical apparatus manufacturing
9531,Boat assemblers and inspectors,*,51-2051,Fiberglass Laminators and Fabricators,Only assemblers of fiberglass boats
9531,Boat assemblers and inspectors,*,51-2092,Team Assemblers,Only team assemblers of boats
9531,Boat assemblers and inspectors,*,51-2099,"Assemblers and Fabricators, All Other","Only boat assemblers, excluding fiberglass"
9531,Boat assemblers and inspectors,*,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",Only boat assembly inspectors 
9532,Furniture and fixture assemblers and inspectors,*,51-2099,"Assemblers and Fabricators, All Other",Only furniture and fixture assemblers not accounted for in other relationships between this NOC code and SOC
9532,Furniture and fixture assemblers and inspectors,*,51-7011,Cabinetmakers and Bench Carpenters,Only assemblers of wooden furniture and fixtures 
9532,Furniture and fixture assemblers and inspectors,*,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",Only inspectors of furniture and fixtures
9533,Other wood products assemblers and inspectors,*,51-2099,"Assemblers and Fabricators, All Other",Only assemblers of other wood products not accounted for in other relationships between this NOC code and SOC
9533,Other wood products assemblers and inspectors,*,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",Only inspectors of other wood products not elsewhere classified
9534,Furniture finishers and refinishers,,51-7021,Furniture Finishers,
9535,"Plastic products assemblers, finishers and inspectors",*,51-2092,Team Assemblers,Only team assemblers of plastic products
9535,"Plastic products assemblers, finishers and inspectors",* ,51-2099,"Assemblers and Fabricators, All Other",Only plastic products assemblers and finishers not on team assembly lines
9535,"Plastic products assemblers, finishers and inspectors",*,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",Only inspectors of plastic products
9536,"Industrial painters, coaters and metal finishing process operators",*,51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic","Only operators, setters and tenders of machines for metal coating and electrolytic solution finishing process"
9536,"Industrial painters, coaters and metal finishing process operators",*,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","Only operators, setters and tenders of machines or other equipment to apply non-metallic coatings "
9537,"Other products assemblers, finishers and inspectors",*,51-2061,Timing Device Assemblers and Adjusters,Only timing device assemblers and adjuster
9537,"Other products assemblers, finishers and inspectors",*,51-2099,"Assemblers and Fabricators, All Other","Only other products assemblers, finishers and inspectors not accounted for in other relationships between this NOC code and SOC"
9537,"Other products assemblers, finishers and inspectors",*,51-6099,"Textile, Apparel, and Furnishings Workers, All Other","Only assemblers and finishers of textile, apparel and furnishings not elsewhere classified "
9537,"Other products assemblers, finishers and inspectors",*,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",Only inspectors of other products not elsewhere classified 
9611,Labourers in mineral and metal processing,*,51-9198,Helpers--Production Workers,Only workers in mineral and metal processing
9611,Labourers in mineral and metal processing,*,53-7063,Machine Feeders and Offbearers,Only labourers who feed and remove materials from machines 
9612,Labourers in metal fabrication,*,51-9198,Helpers--Production Workers,Only labourers related to metal fabrication
9612,Labourers in metal fabrication,*,53-7063,Machine Feeders and Offbearers,Only labourers who feed and remove materials from machines 
9613,Labourers in chemical products processing and utilities,*,51-9198,Helpers--Production Workers,Only labour related to chemical products processing and utilities 
9613,Labourers in chemical products processing and utilities,*,53-7063,Machine Feeders and Offbearers,Only labourers who feed and remove materials from machines 
9614,"Labourers in wood, pulp and paper processing",*,51-9198,Helpers--Production Workers,"Only labour related to wood, pulp and paper processing"
9614,"Labourers in wood, pulp and paper processing",*,53-7063,Machine Feeders and Offbearers,Only labourers who feed and remove materials from machines 
9615,Labourers in rubber and plastic products manufacturing,*,51-9198,Helpers--Production Workers,Only labour related to rubber and plastic products manufacturing
9615,Labourers in rubber and plastic products manufacturing,*,53-7063,Machine Feeders and Offbearers,Only labourers who feed and remove materials from machines 
9616,Labourers in textile processing,*,51-9198,Helpers--Production Workers,Only labour related to textile processing
9616,Labourers in textile processing,*,53-7063,Machine Feeders and Offbearers,Only labourers who load and unload materials from machines 
9617,Labourers in food and beverage processing,*,51-9198,Helpers--Production Workers,Only labour related to food and beverage processing
9617,Labourers in food and beverage processing,*,53-7063,Machine Feeders and Offbearers,Only labourers who feed and remove materials from machines 
9618,Labourers in fish and seafood processing,*,51-9198,Helpers--Production Workers,Only labour related to fish and seafood industry
9618,Labourers in fish and seafood processing,*,53-7064,"Packers and Packagers, Hand",Only labourers who pack fish and seafood 
